RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,Balance,EstimatedSalary
2025,15633043,545,Grodno,Female,39,6,1,0,0,1,0.0,853.572
2026,15752953,634,Minsk,Male,45,9,2,0,0,0,0.0,391.61822222222224
2027,15603088,451,Grodno,Female,23,9,2,0,1,0,0.0,1067.149111111111
2028,15606613,655,Minsk,Female,59,7,1,1,0,1,0.0,1976.8553333333334
2029,15635939,458,Minsk,Female,39,9,2,1,0,0,0.0,2585.402
2030,15666043,520,Minsk,Male,33,4,2,1,1,0,7814.878999999999,3691.169111111111
2031,15746190,624,Grodno,Female,28,2,2,0,1,0,0.0,2318.961333333333
2032,15591357,765,Minsk,Male,51,3,1,1,1,0,6168.615,2565.096
2033,15658716,667,Orsha,Female,37,5,3,1,0,1,4608.5675,3957.9186666666665
2034,15679909,665,Grodno,Male,41,8,2,1,0,0,0.0,2936.7182222222223
2035,15634262,709,Orsha,Male,34,4,2,1,1,0,7418.7595,478.2528888888889
2036,15799825,583,Minsk,Female,44,8,2,1,1,0,0.0,609.5915555555555
2037,15756875,782,Grodno,Male,34,6,1,0,1,0,7371.122,936.5246666666667
2038,15678146,668,Grodno,Female,24,7,1,0,0,1,8698.116,2365.7135555555556
2039,15710743,621,Minsk,Male,47,0,1,1,1,1,0.0,2974.030444444444
2040,15595831,579,Orsha,Female,64,6,1,1,1,0,7260.7715,3646.304888888889
2041,15626684,547,Minsk,Female,38,5,1,0,1,0,8376.9985,3537.940888888889
2042,15709846,840,Minsk,Female,39,1,1,1,0,0,4748.4485,1877.5026666666665
2043,15635459,667,Orsha,Female,27,3,2,1,0,0,5305.825,81.66022222222222
2044,15642544,723,Minsk,Male,34,5,2,0,1,0,0.0,268.7117777777778
2045,15566494,487,Minsk,Male,45,2,2,1,0,0,0.0,1721.6828888888888
2046,15655238,668,Minsk,Female,31,9,2,0,0,0,0.0,917.594
2047,15733429,520,Orsha,Male,34,8,2,1,1,0,6000.943,7.6306666666666665
2048,15814536,549,Minsk,Male,37,2,2,0,0,0,5627.076999999999,1054.054
2049,15771702,567,Minsk,Female,35,5,2,1,0,0,8305.9225,2840.604
2050,15723008,720,Minsk,Female,45,1,2,1,1,1,5144.12,791.8477777777778
2051,15797160,492,Minsk,Female,49,8,1,1,1,1,0.0,4063.6686666666665
2052,15792222,712,Minsk,Female,37,1,2,0,0,0,5344.075,3764.1513333333332
2053,15644765,689,Orsha,Male,26,4,1,0,1,0,6036.3985,3312.752888888889
2054,15610686,850,Minsk,Male,63,8,1,0,0,1,8491.6285,4091.272444444445
2055,15730868,747,Minsk,Male,41,5,2,1,1,0,0.0,505.5593333333333
2056,15705991,469,Orsha,Male,38,9,1,0,0,0,5679.971,265.562
2057,15577078,539,Grodno,Male,38,6,1,1,1,1,0.0,3397.334888888889
2058,15679550,743,Minsk,Male,32,9,2,1,0,0,0.0,3894.5062222222223
2059,15787655,707,Minsk,Male,47,3,2,1,0,0,0.0,3873.406444444445
2060,15668081,581,Grodno,Female,50,4,2,1,1,0,0.0,1793.3715555555557
2061,15747980,737,Grodno,Male,38,6,2,1,0,0,7314.1395,4411.471111111111
2062,15710295,445,Orsha,Female,38,6,2,1,0,0,5970.681,3905.6968888888887
2063,15724443,703,Orsha,Female,29,3,1,0,1,0,6104.2315,1840.535111111111
2064,15571305,588,Orsha,Female,35,1,1,1,0,1,5153.0315,3997.022444444445
2065,15569503,765,Minsk,Male,44,6,2,1,1,0,0.0,3553.3326666666667
2066,15581840,626,Minsk,Male,33,8,2,1,0,0,0.0,3077.872888888889
2067,15772262,545,Orsha,Male,37,9,1,1,1,0,5524.193,2830.9926666666665
2068,15767794,744,Minsk,Male,31,9,1,1,1,0,6035.914,1310.2553333333333
2069,15629338,658,Grodno,Female,31,2,1,1,0,1,1828.348,2303.221777777778
2070,15790379,629,Orsha,Male,28,8,1,1,1,0,5430.05,2658.837777777778
2071,15750684,719,Minsk,Female,42,4,1,1,0,1,0.0,632.5746666666666
2072,15697214,686,Grodno,Female,36,5,2,1,1,0,0.0,3399.536444444445
2073,15711015,743,Minsk,Male,36,4,2,1,1,0,0.0,4242.467111111111
2074,15573309,626,Grodno,Female,48,2,2,1,1,0,0.0,2128.7773333333334
2075,15805303,661,Orsha,Male,44,1,1,1,0,1,7056.831,4216.506222222222
2076,15741385,710,Orsha,Male,45,9,1,1,1,0,5411.568499999999,4190.53511111111
2077,15780254,654,Minsk,Male,40,6,1,0,0,1,0.0,4086.0640000000003
2078,15744843,569,Grodno,Female,34,6,1,0,0,0,7242.767,4367.896
2079,15815626,640,Minsk,Male,63,2,2,1,1,1,3421.6225,2500.072
2080,15784736,562,Minsk,Male,45,6,1,1,0,0,6842.762,1041.4222222222222
2081,15813412,721,Minsk,Female,55,3,1,1,0,1,2201.0445,1463.6533333333332
2082,15809143,456,Orsha,Male,32,9,1,1,1,0,6653.0315,2781.5093333333334
2083,15617617,811,Grodno,Male,39,7,2,1,1,0,0.0,3944.875333333334
2084,15779738,534,Minsk,Male,24,1,1,1,1,0,0.0,3770.073777777778
2085,15668669,423,Minsk,Female,36,5,1,1,0,1,4883.2805,2630.501111111111
2086,15687477,594,Orsha,Male,28,5,1,1,0,0,9250.651,366.2471111111111
2087,15578908,725,Grodno,Female,32,0,2,1,1,0,0.0,3078.337555555556
2088,15687658,716,Minsk,Female,52,7,2,1,0,1,3298.5805,324.6222222222222
2089,15615020,595,Orsha,Female,41,9,2,0,1,0,7523.155499999999,1812.1862222222223
2090,15608886,679,Minsk,Female,33,1,2,0,0,0,0.0,1546.855111111111
2091,15602551,667,Grodno,Male,39,9,2,1,0,0,0.0,1530.528888888889
2092,15672945,661,Minsk,Female,37,5,1,1,0,0,6821.259,1802.2846666666667
2093,15757408,655,Grodno,Male,38,3,3,0,1,1,12544.9045,1801.2
2094,15806132,555,Minsk,Male,55,4,1,1,1,0,7339.9405,1647.7726666666667
2095,15813022,531,Grodno,Male,70,1,2,0,0,0,0.0,2211.1820000000002
2096,15673578,611,Orsha,Female,40,7,2,1,0,0,6424.3455,224.65488888888888
2097,15757916,600,Minsk,Female,38,9,2,1,1,0,0.0,1307.9077777777777
2098,15689168,531,Grodno,Male,37,1,2,0,1,0,7170.364500000001,1875.6102222222223
2099,15769216,601,Minsk,Female,43,2,1,1,0,1,0.0,1104.7526666666668
2100,15593295,548,Minsk,Male,57,6,1,1,1,0,3808.2825,2967.500666666667
2101,15804814,759,Minsk,Male,40,4,2,1,0,0,0.0,2769.235333333333
2102,15778934,678,Grodno,Female,49,8,2,0,1,0,0.0,2179.793111111111
2103,15802351,755,Orsha,Female,33,6,2,1,1,0,4528.015,946.8375555555556
2104,15630241,594,Minsk,Male,61,3,1,1,1,0,3119.561,4276.3135555555555
2105,15719561,768,Minsk,Male,42,5,3,0,0,0,0.0,1348.5866666666666
2106,15615096,492,Minsk,Female,31,7,2,1,1,0,0.0,1099.1875555555557
2107,15659931,637,Orsha,Female,55,1,1,1,0,1,6168.91,1809.599777777778
2108,15714586,646,Grodno,Female,42,3,1,0,1,0,4991.8235,509.10133333333334
2109,15634949,593,Orsha,Male,74,5,2,1,1,0,8071.717999999999,1456.2704444444444
2110,15589224,596,Grodno,Male,41,5,2,0,1,0,0.0,3134.53
2111,15795990,722,Orsha,Female,48,10,1,1,1,1,6915.588000000001,77.16955555555556
2112,15603216,642,Minsk,Male,25,7,2,1,0,0,0.0,2268.5284444444446
2113,15631201,472,Grodno,Female,28,4,2,1,0,0,0.0,40.03933333333333
2114,15686255,738,Orsha,Male,35,6,1,0,0,0,5087.242,1893.0097777777778
2115,15746594,732,Grodno,Male,33,8,1,1,0,0,0.0,2664.06
2116,15718893,404,Orsha,Female,54,4,1,1,0,1,6272.8035,1860.3480000000002
2117,15671609,701,Minsk,Male,44,7,2,1,0,0,0.0,520.5728888888889
2118,15652540,683,Minsk,Male,31,2,2,0,1,0,0.0,1718.3728888888888
2119,15774857,460,Minsk,Female,27,7,2,1,0,1,0.0,3470.0017777777775
2120,15791836,690,Minsk,Male,29,5,2,1,0,0,0.0,2412.8437777777776
2121,15651554,618,Orsha,Female,54,4,1,1,1,1,5922.4605,2968.2953333333335
2122,15583576,671,Minsk,Male,30,2,1,0,1,0,0.0,2267.9524444444446
2123,15732740,765,Grodno,Female,32,9,1,0,0,0,8904.7775,1049.9457777777777
2124,15723320,651,Orsha,Female,25,2,2,1,0,0,5458.757,2545.9215555555556
2125,15603851,704,Minsk,Male,32,7,4,0,0,1,6389.2585,4099.2155555555555
2126,15777923,544,Minsk,Female,45,6,2,0,1,0,0.0,3364.4739999999997
2127,15735719,790,Minsk,Female,40,9,2,1,1,0,0.0,1569.0466666666669
2128,15703482,710,Orsha,Male,34,9,2,1,0,0,6713.017999999999,3268.3260000000005
2129,15605835,743,Minsk,Male,37,8,2,0,1,0,3457.1955000000003,2350.6706666666664
2130,15664881,702,Minsk,Male,34,4,1,1,0,0,5002.7385,2433.2544444444443
2131,15757568,704,Minsk,Female,45,6,1,1,1,0,0.0,3060.876666666667
2132,15792660,614,Minsk,Male,38,2,1,1,0,0,5812.444,2336.4648888888887
2133,15599722,609,Grodno,Female,43,6,2,1,1,1,4302.676,2517.2546666666667
2134,15726354,688,Minsk,Female,32,6,1,1,0,0,6157.8975,3834.0273333333334
2135,15610355,713,Minsk,Male,44,1,1,1,0,0,3171.9455000000003,1430.5644444444445
2136,15704284,736,Orsha,Male,57,9,1,1,0,1,4764.7695,631.8764444444444
2137,15621893,727,Minsk,Male,18,4,1,1,1,0,6677.5335000000005,1043.1424444444444
2138,15588219,850,Minsk,Female,38,1,2,1,0,0,5343.5905,651.8446666666666
2139,15688619,718,Grodno,Male,45,3,2,1,1,0,5263.316000000001,4304.989111111111
2140,15765518,643,Minsk,Female,51,2,1,1,0,1,5261.4765,777.0611111111111
2141,15616931,653,Minsk,Male,41,8,1,1,0,0,5138.421,1236.9744444444443
2142,15758372,674,Minsk,Male,18,7,2,1,1,1,0.0,1238.9582222222223
2143,15782591,690,Minsk,Male,35,6,1,1,0,0,5634.4974999999995,3932.4957777777777
2144,15612109,819,Minsk,Male,38,9,2,1,1,0,6116.713,4033.498666666667
2145,15613712,634,Grodno,Male,34,1,2,1,0,0,0.0,1377.6793333333333
2146,15639322,633,Grodno,Male,33,4,2,1,0,0,6892.3705,2185.5362222222225
2147,15594349,850,Minsk,Male,49,5,1,0,1,0,6124.3235,1327.7375555555557
2148,15574167,665,Minsk,Male,33,2,1,1,1,0,5064.3055,3552.0113333333334
2149,15811842,630,Grodno,Male,26,7,2,1,1,0,0.0,147.92533333333333
2150,15648794,836,Grodno,Male,57,4,1,1,0,1,5062.353,825.3693333333334
2151,15771211,668,Minsk,Male,38,10,1,0,1,0,4348.898,824.3277777777778
2152,15588614,753,Minsk,Male,57,7,1,1,0,1,0.0,3543.890666666666
2153,15630698,745,Minsk,Female,55,9,1,0,1,1,5506.1795,1145.5142222222223
2154,15694200,693,Minsk,Male,36,8,1,0,0,1,8905.591,1304.8806666666667
2155,15721426,606,Orsha,Male,65,10,3,0,0,1,6315.332,174.704
2156,15725997,660,Minsk,Female,35,6,1,1,0,0,5038.4385,426.658
2157,15762138,608,Minsk,Male,42,5,2,1,0,0,0.0,3966.762
2158,15750649,744,Minsk,Female,44,3,2,1,1,0,0.0,4200.358666666667
2159,15685706,731,Minsk,Female,40,7,1,1,1,0,5949.5895,3467.7475555555557
2160,15641835,683,Minsk,Male,72,3,1,0,1,0,7049.863,1175.0313333333334
2161,15586821,727,Minsk,Male,28,5,2,0,1,0,0.0,436.73511111111117
2162,15569678,561,Orsha,Male,32,6,1,1,0,0,8341.2295,3098.932888888889
2163,15793842,700,Minsk,Female,34,2,1,1,0,0,3816.1345,2847.473111111111
2164,15667554,605,Minsk,Male,35,6,2,1,1,0,0.0,1004.5904444444444
2165,15794479,767,Grodno,Male,77,8,1,1,1,0,7454.185,4225.485111111111
2166,15585041,511,Minsk,Male,33,7,2,0,1,0,0.0,3518.086
2167,15780650,667,Minsk,Male,40,9,1,1,1,0,0.0,2148.2266666666665
2168,15780846,787,Minsk,Male,33,1,2,0,1,0,6329.4405,1381.4117777777778
2169,15805260,705,Orsha,Female,56,2,1,1,0,1,7162.4835,1965.0757777777778
2170,15621629,773,Orsha,Male,43,8,2,1,1,0,4092.2455,797.9657777777777
2171,15662151,554,Minsk,Male,40,4,1,0,1,0,0.0,3750.6675555555557
2172,15747174,526,Orsha,Male,58,9,2,1,1,0,9514.944500000001,4250.305777777778
2173,15651585,661,Orsha,Male,35,2,1,1,1,0,5860.6089999999995,1845.6006666666667
2174,15649738,698,Minsk,Female,46,0,2,1,1,0,0.0,2799.156
2175,15633108,646,Minsk,Male,26,4,1,1,0,0,6992.4085000000005,3659.917111111111
2176,15769254,757,Orsha,Female,34,9,2,0,0,0,5093.068,4155.821333333333
2177,15704746,699,Grodno,Male,35,2,2,1,1,0,8372.783,1229.433111111111
2178,15637644,667,Minsk,Female,24,4,2,0,1,0,0.0,763.0122222222222
2179,15609562,774,Grodno,Female,43,1,1,1,0,0,5818.003500000001,377.86977777777776
2180,15787459,745,Grodno,Male,40,3,1,0,0,0,4423.341,2585.1426666666666
2181,15762902,649,Minsk,Female,42,7,2,0,1,0,0.0,510.5335555555555
2182,15738605,634,Orsha,Female,46,5,1,1,1,1,6182.118,1105.0035555555555
2183,15724889,665,Grodno,Male,38,9,1,0,1,0,0.0,1942.5053333333335
2184,15730735,713,Minsk,Male,38,9,2,1,1,0,3614.3419999999996,580.8197777777777
2185,15689147,652,Minsk,Female,40,1,2,1,0,0,0.0,2812.3324444444447
2186,15730397,739,Grodno,Male,40,1,1,1,1,0,5484.0805,4296.028888888889
2187,15762169,556,Orsha,Male,37,9,2,1,0,1,7250.932000000001,2020.6226666666666
2188,15589320,699,Grodno,Male,34,8,1,1,1,0,0.0,1700.2324444444446
2189,15799211,708,Grodno,Female,32,8,1,1,1,0,9374.3815,2669.233333333333
2190,15798310,480,Minsk,Male,35,2,1,1,1,0,8284.6455,4399.657333333333
2191,15609998,700,Orsha,Female,59,5,1,1,0,1,6882.4205,3177.2677777777776
2192,15583548,525,Grodno,Female,47,6,1,1,0,1,5928.0,1833.8357777777778
2193,15761763,845,Minsk,Male,33,8,1,1,0,0,8219.2765,3348.1104444444445
2194,15764409,613,Minsk,Male,37,9,1,1,1,0,5414.325,2536.7431111111114
2195,15710161,850,Minsk,Female,34,2,2,1,1,0,0.0,3815.703555555556
2196,15735246,798,Grodno,Female,58,9,2,0,0,1,0.0,2646.0346666666665
2197,15791700,773,Orsha,Male,47,2,4,1,1,1,5903.9735,3177.944222222222
2198,15670753,614,Grodno,Male,35,2,1,1,1,0,6364.189,695.6077777777778
2199,15573876,473,Grodno,Male,48,8,2,1,0,0,0.0,1580.8844444444444
2200,15770174,762,Minsk,Male,29,6,1,1,0,0,7069.4529999999995,1202.7308888888888
2201,15641114,701,Minsk,Male,37,8,1,1,1,0,6504.575,2667.362
2202,15682435,600,Minsk,Male,35,4,2,1,0,0,7187.2384999999995,2312.811333333333
2203,15751788,850,Grodno,Male,28,9,1,1,1,0,4870.4015,3907.858666666667
2204,15672598,613,Grodno,Male,30,9,1,1,1,0,5596.3724999999995,3906.574888888889
2205,15762803,509,Minsk,Male,31,3,2,1,0,0,0.0,341.35355555555554
2206,15812982,509,Grodno,Male,38,2,1,0,0,0,0.0,3743.558222222222
2207,15597901,609,Minsk,Male,34,1,1,1,1,0,0.0,4026.1755555555555
2208,15731507,456,Minsk,Female,33,1,1,0,0,0,9414.284,1296.9764444444445
2209,15809826,728,Minsk,Female,46,2,1,1,0,1,5485.276,450.5971111111111
2210,15764237,663,Grodno,Male,33,9,2,0,0,0,0.0,2033.658222222222
2211,15769917,673,Orsha,Female,34,1,3,0,1,0,6356.139499999999,1704.5133333333335
2212,15641850,717,Minsk,Male,40,0,1,1,0,0,4912.052,2464.1586666666667
2213,15770974,741,Orsha,Female,37,8,2,0,0,0,8542.003999999999,2440.9591111111113
2214,15803749,498,Orsha,Female,41,4,2,1,1,1,4377.053,279.49355555555553
2215,15684999,850,Minsk,Female,26,4,2,0,1,0,3130.548,3985.891111111111
2216,15770225,493,Minsk,Male,36,9,2,1,1,0,0.0,1462.5895555555555
2217,15627484,686,Minsk,Female,47,5,1,1,0,0,5666.4465,2759.353333333333
2218,15610337,666,Grodno,Male,35,2,1,1,0,0,5241.6245,3889.224888888889
2219,15752488,733,Grodno,Female,31,9,1,1,1,0,5114.4925,2565.3702222222223
2220,15610056,631,Orsha,Female,34,6,2,0,1,0,6261.3910000000005,2849.934
2221,15806049,714,Orsha,Female,49,5,1,1,0,0,7025.544500000001,3153.6653333333334
2222,15736069,767,Orsha,Female,35,6,1,1,0,1,6612.661,2568.146
2223,15763662,711,Orsha,Male,43,2,2,1,1,0,1952.1645,3898.304222222222
2224,15615575,722,Minsk,Male,34,8,2,1,1,0,0.0,2965.4997777777776
2225,15691723,631,Grodno,Male,55,9,1,1,0,0,4984.253,2543.8884444444443
2226,15774098,701,Orsha,Male,38,3,2,0,1,0,6269.2745,1156.548
2227,15750808,790,Grodno,Male,46,2,2,1,1,0,6568.2685,4006.459555555555
2228,15744368,633,Grodno,Male,58,6,1,1,1,0,4915.425499999999,2934.0917777777777
2229,15610594,644,Minsk,Female,37,8,2,1,0,0,0.0,465.9751111111111
2230,15756125,757,Grodno,Male,44,5,2,1,0,0,7042.808,3527.4466666666667
2231,15623277,696,Minsk,Female,30,8,2,1,1,0,0.0,4358.543111111111
2232,15795954,746,Minsk,Male,35,2,1,1,0,0,8613.7005,497.2215555555556
2233,15671969,649,Grodno,Male,36,8,2,1,0,0,0.0,3592.6255555555554
2234,15791268,565,Grodno,Male,38,0,1,0,0,0,6122.388,1496.4297777777776
2235,15713655,720,Minsk,Female,38,10,2,1,1,1,0.0,1249.5493333333334
2236,15633930,648,Grodno,Female,56,6,2,1,0,1,7877.9794999999995,3133.1384444444448
2237,15712849,632,Orsha,Male,41,3,1,0,0,1,6327.535,3947.656
2238,15639077,622,Minsk,Female,30,2,3,1,0,1,7929.241,3163.1677777777777
2239,15808784,835,Minsk,Male,28,2,2,1,1,0,8178.4805,3434.6506666666664
2240,15648577,493,Minsk,Female,31,3,1,1,1,1,0.0,3923.784
2241,15670345,785,Orsha,Female,33,6,1,0,0,0,6360.5725,4265.818444444444
2242,15633112,681,Orsha,Male,42,3,2,1,0,1,5909.9985,210.064
2243,15714397,621,Orsha,Female,30,2,2,1,1,0,5050.704,3672.384666666667
2244,15780038,756,Grodno,Male,38,6,1,1,0,1,5960.4425,3772.5308888888894
2245,15756305,515,Minsk,Female,66,6,2,1,1,0,0.0,3570.291333333333
2246,15578799,625,Minsk,Female,58,10,1,1,1,1,2688.6365,4268.268888888889
2247,15800326,717,Grodno,Female,39,6,2,1,0,0,0.0,2072.7913333333336
2248,15785485,595,Orsha,Female,41,2,1,0,1,0,6943.9405,2494.8815555555557
2249,15783958,539,Grodno,Female,37,1,2,0,0,0,6546.1404999999995,48.596222222222224
2250,15727546,762,Minsk,Male,35,9,2,1,1,0,0.0,957.2377777777778
2251,15739576,706,Grodno,Male,20,8,2,1,1,0,0.0,274.8468888888889
2252,15631333,677,Grodno,Female,25,8,1,1,0,0,6543.3095,942.449111111111
2253,15604782,733,Orsha,Female,33,7,1,0,1,0,9362.897,4231.795777777777
2254,15589643,684,Grodno,Female,41,7,1,1,1,0,0.0,3075.430444444444
2255,15585533,679,Minsk,Male,36,6,1,0,1,0,7386.682000000001,3833.364
2256,15681506,478,Grodno,Male,43,1,2,1,1,0,0.0,4398.142888888889
2257,15630551,696,Minsk,Male,33,2,1,1,1,0,8156.9635,156.34133333333332
2258,15698349,686,Grodno,Female,35,4,2,1,1,0,0.0,3548.3677777777775
2259,15776631,466,Minsk,Female,36,5,1,0,1,0,5977.0075,1791.1997777777779
2260,15762216,686,Minsk,Female,41,4,2,1,0,0,6477.688,4168.884444444444
2261,15623927,576,Minsk,Male,55,9,2,1,1,0,0.0,2098.9104444444447
2262,15681402,763,Orsha,Female,61,1,1,1,1,0,3305.0945,3199.5837777777774
2263,15586264,572,Minsk,Male,43,2,1,1,0,1,7021.599,587.7904444444445
2264,15594685,757,Minsk,Female,49,2,2,0,0,0,0.0,3655.1760000000004
2265,15812945,582,Minsk,Female,29,0,1,1,1,0,0.0,1866.9513333333332
2266,15734628,623,Minsk,Female,35,5,2,1,0,0,0.0,2248.7128888888888
2267,15629323,617,Orsha,Female,37,4,2,1,0,1,5823.5715,3896.105333333333
2268,15666823,425,Minsk,Male,39,4,2,1,0,0,0.0,4382.807111111111
2269,15777553,659,Minsk,Female,56,9,1,1,0,1,6189.262000000001,2211.2006666666666
2270,15613097,605,Minsk,Female,33,4,2,0,1,0,0.0,1860.0146666666667
2271,15622217,538,Minsk,Female,38,8,2,0,0,1,4437.9475,627.2477777777779
2272,15703588,665,Orsha,Male,25,5,2,1,0,0,7680.5914999999995,784.9255555555555
2273,15570835,491,Orsha,Female,57,4,1,1,1,1,5602.236,916.2162222222223
2274,15679299,726,Grodno,Female,27,7,1,0,1,0,6191.3035,1754.9017777777779
2275,15808044,580,Minsk,Female,65,9,3,1,0,1,5340.213,2397.570888888889
2276,15579208,550,Minsk,Female,48,6,2,1,1,0,0.0,4263.784
2277,15684951,542,Minsk,Female,59,2,2,1,0,1,3444.6385,175.668
2278,15667620,732,Minsk,Female,43,6,2,1,0,0,0.0,1460.7006666666666
2279,15582960,473,Minsk,Female,33,5,1,0,1,0,6291.371499999999,3237.7495555555556
2280,15590730,745,Grodno,Male,34,9,2,1,0,0,0.0,1112.138888888889
2281,15763747,732,Minsk,Male,36,7,2,1,1,0,0.0,1351.783111111111
2282,15778320,848,Orsha,Female,40,5,1,0,0,0,7424.782000000001,3530.0884444444446
2283,15642787,572,Minsk,Male,37,1,1,0,0,0,6652.183,2472.0686666666666
2284,15624633,702,Minsk,Male,45,9,1,1,1,0,3749.4790000000003,3800.3264444444444
2285,15766765,664,Orsha,Male,39,7,1,1,0,0,3013.1615,3796.3404444444445
2286,15783615,630,Orsha,Male,50,3,4,1,1,1,6468.5455,1061.6742222222222
2287,15640161,618,Orsha,Male,44,5,2,0,0,0,7897.791499999999,3095.5046666666667
2288,15619889,556,Minsk,Male,26,4,1,1,0,0,0.0,4337.052888888889
2289,15579166,619,Minsk,Female,30,7,1,1,1,0,3536.4584999999997,3576.6415555555554
2290,15789097,644,Minsk,Male,48,8,2,0,1,1,0.0,999.2342222222222
2291,15674880,658,Grodno,Male,50,2,2,1,0,0,0.0,1158.6162222222224
2292,15778157,598,Grodno,Male,27,8,2,1,0,0,4536.076,2428.8039999999996
2293,15779064,677,Minsk,Male,27,2,2,1,1,0,0.0,446.50866666666667
2294,15801265,689,Grodno,Female,45,0,1,1,0,1,2889.2110000000002,4395.644444444444
2295,15589204,591,Minsk,Male,33,9,1,1,0,0,6588.286,2639.601333333333
2296,15664543,699,Minsk,Male,40,7,1,0,1,1,0.0,3397.2473333333332
2297,15582714,749,Orsha,Male,47,9,1,0,1,1,5501.137000000001,3014.5620000000004
2298,15797595,709,Minsk,Female,40,9,1,1,1,0,6578.4815,2310.4573333333333
2299,15614034,607,Orsha,Male,61,2,2,1,1,0,8226.175,795.2613333333334
2300,15763171,650,Orsha,Female,25,2,1,1,1,0,5716.5475,562.7793333333333
2301,15647266,651,Grodno,Female,45,10,1,1,0,0,6796.158,416.2853333333333
2302,15757577,676,Minsk,Female,61,8,2,1,1,0,0.0,2633.8384444444446
2303,15736656,723,Minsk,Female,49,4,2,0,1,0,0.0,1999.3833333333334
2304,15635078,714,Grodno,Male,45,0,1,0,1,0,6234.674,4159.87
2305,15680141,759,Grodno,Female,35,7,1,1,1,0,7396.821000000001,2373.0155555555557
2306,15576945,582,Minsk,Male,29,0,1,1,0,0,0.0,3167.03
2307,15602034,697,Minsk,Female,34,2,1,1,0,0,6327.946,1629.6539999999998
2308,15732020,610,Orsha,Male,57,6,2,0,1,0,5346.9055,4146.9437777777775
2309,15611029,488,Orsha,Female,33,4,1,1,0,0,7000.1175,2746.9735555555553
2310,15621210,599,Orsha,Male,46,9,1,1,1,1,6172.236,697.0684444444445
2311,15569222,781,Minsk,Male,32,6,1,1,1,0,7355.3955000000005,890.3766666666666
2312,15664639,645,Minsk,Male,19,9,1,0,0,0,6425.742,3910.4264444444443
2313,15724223,545,Minsk,Female,55,5,1,0,0,1,0.0,222.9948888888889
2314,15644621,597,Orsha,Female,40,9,2,1,0,0,5337.800499999999,3359.2875555555556
2315,15756056,561,Grodno,Female,28,3,2,1,0,0,0.0,4253.061333333333
2316,15700353,662,Minsk,Female,37,6,2,1,0,0,0.0,1138.426
2317,15624388,649,Orsha,Female,50,5,1,1,1,1,7769.666,1941.1426666666666
2318,15627212,630,Minsk,Female,36,2,1,1,1,0,5520.724,1088.5544444444445
2319,15648005,672,Grodno,Male,33,2,2,1,1,0,0.0,4060.8444444444444
2320,15681446,636,Orsha,Female,37,9,1,1,1,0,7854.9259999999995,3411.8948888888885
2321,15775888,593,Orsha,Female,38,5,1,1,1,0,4281.33,2779.547777777778
2322,15749019,545,Orsha,Male,45,6,2,1,1,0,4689.821,3607.139111111111
2323,15709928,567,Grodno,Female,41,1,2,1,0,0,0.0,75.88266666666667
2324,15784676,583,Minsk,Male,51,6,2,1,0,0,6263.4015,3668.4944444444445
2325,15748116,681,Minsk,Female,29,2,1,1,1,0,7407.192,1156.030888888889
2326,15612193,762,Grodno,Male,29,10,2,1,0,0,5777.2665,3294.5873333333334
2327,15762984,648,Grodno,Male,35,7,2,0,0,0,0.0,2731.089111111111
2328,15613713,644,Minsk,Male,30,5,1,1,1,0,2246.444,239.36577777777777
2329,15664204,706,Grodno,Male,29,2,2,1,1,0,0.0,405.67799999999994
2330,15639415,850,Minsk,Male,35,3,1,1,0,0,8122.1175,4079.2617777777778
2331,15806332,484,Grodno,Female,39,5,2,1,1,0,0.0,3893.869333333333
2332,15614929,508,Orsha,Male,28,0,2,1,0,0,4810.691000000001,3286.968
2333,15695492,439,Minsk,Female,29,6,1,1,0,0,7828.4715,4013.3035555555557
2334,15635972,484,Grodno,Male,36,8,2,1,0,0,0.0,4136.366222222223
2335,15616380,803,Grodno,Female,37,1,2,0,0,0,0.0,165.67111111111112
2336,15581440,724,Orsha,Female,48,6,2,1,1,1,5523.1625,1790.0468888888888
2337,15654390,640,Minsk,Male,33,7,1,1,0,1,7728.7880000000005,571.6062222222222
2338,15660688,701,Grodno,Female,35,9,2,0,0,0,0.0,3799.930222222222
2339,15806307,537,Minsk,Male,37,3,2,1,1,0,0.0,457.85155555555554
2340,15647975,651,Orsha,Male,26,5,1,0,0,0,7351.866,3150.2946666666667
2341,15595728,523,Orsha,Male,41,0,1,0,0,1,5963.8155,2717.4306666666666
2342,15735388,717,Minsk,Female,25,7,2,1,0,0,5433.2425,4222.485555555556
2343,15788535,593,Grodno,Male,44,5,1,1,0,0,0.0,2845.488444444444
2344,15765902,706,Orsha,Male,38,5,2,1,1,0,8151.741,3014.714888888889
2345,15642345,714,Orsha,Female,49,4,1,1,0,1,4652.967,168.25577777777778
2346,15641250,794,Grodno,Male,38,9,1,1,0,0,8979.0655,524.3608888888889
2347,15706163,518,Orsha,Male,46,4,1,0,0,1,5681.2964999999995,2060.6093333333333
2348,15746708,589,Orsha,Male,55,7,1,1,0,1,5998.074,1447.9295555555557
2349,15775203,824,Minsk,Male,45,3,1,0,0,0,6460.474,1336.706
2350,15787907,719,Orsha,Female,42,5,3,1,0,1,6861.352000000001,3313.275111111111
2351,15646764,617,Orsha,Female,58,3,2,1,0,1,5951.2375,782.2053333333333
